Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Specialization,What is your current occupation,Tags,Lead Profile,City,A free copy of Mastering The Interview,Last Notable Activity
API,Organic Search,No,No,1,7.0,1237,7.0,SMS Sent,Not Specified,Unemployed,Will revert after reading the email,Not Specified,Not Specified,No,SMS Sent
Landing Page Submission,Direct Traffic,No,No,0,4.0,347,4.0,Email Opened,Other,Unemployed,Ringing,Other Leads,Other Cities,Yes,Email Opened
API,Chat,No,No,1,0.0,0,0.0,Other,Not Specified,Unemployed,Closed by Horizzon,Not Specified,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,No,No,1,4.0,391,4.0,Page Visited on Website,E-Commerce,Not Specified,Not Specified,Not Specified,Thane & Outskirts,Yes,Modified
API,Google,No,No,1,2.0,1310,1.0,SMS Sent,Not Specified,Unemployed,Will revert after reading the email,Not Specified,Not Specified,No,SMS Sent
API,Organic Search,No,No,1,2.0,253,2.0,SMS Sent,Not Specified,Unemployed,Will revert after reading the email,Not Specified,Not Specified,No,SMS Sent
Landing Page Submission,Organic Search,No,No,0,6.0,115,6.0,SMS Sent,Business Administration,Unemployed,switched off,Not Specified,Mumbai,Yes,SMS Sent
Landing Page Submission,Google,No,No,0,5.0,421,2.5,Email Opened,Marketing & Advertising,Unemployed,Interested in other courses,Other Leads,Mumbai,Yes,Email Opened
Landing Page Submission,Direct Traffic,No,No,1,4.0,1388,4.0,SMS Sent,Operations Management,Unemployed,Will revert after reading the email,Not Specified,Mumbai,Yes,SMS Sent
Landing Page Submission,Google,No,No,1,7.0,1398,3.5,SMS Sent,Marketing & Advertising,Working Professional,Will revert after reading the email,Potential Lead,Mumbai,No,SMS Sent
Landing Page Submission,Google,No,No,1,5.0,235,5.0,SMS Sent,Operations Management,Not Specified,Not Specified,Not Specified,Other Cities,No,SMS Sent
Landing Page Submission,Direct Traffic,No,No,1,2.0,1007,2.0,SMS Sent,Human Resource Management,Working Professional,Will revert after reading the email,Not Specified,Mumbai,Yes,SMS Sent
Landing Page Submission,Direct Traffic,No,No,1,6.0,1399,6.0,Email Opened,Finance & Banking,Unemployed,Will revert after reading the email,Other Leads,Thane & Outskirts,Yes,Email Opened
Landing Page Submission,Direct Traffic,No,No,1,3.0,1383,3.0,SMS Sent,Other,Unemployed,Will revert after reading the email,Not Specified,Mumbai,Yes,SMS Sent
Landing Page Submission,Google,No,No,0,3.0,325,3.0,Email Opened,Human Resource Management,Unemployed,Ringing,Not Specified,Mumbai,No,Email Opened
Landing Page Submission,Direct Traffic,No,No,1,4.0,1005,1.33,SMS Sent,Business Administration,Not Specified,Not Specified,Not Specified,Mumbai,Yes,SMS Sent
Landing Page Submission,Direct Traffic,No,No,1,5.0,803,2.5,SMS Sent,Finance & Banking,Working Professional,Will revert after reading the email,Not Specified,Thane & Outskirts,Yes,SMS Sent
Landing Page Submission,Direct Traffic,No,No,1,2.0,1321,2.0,Email Opened,Human Resource Management,Working Professional,Will revert after reading the email,Other Leads,Mumbai,Yes,Email Opened
API,Direct Traffic,No,No,0,5.0,1533,2.5,Email Opened,Not Specified,Unemployed,Ringing,Not Specified,Not Specified,No,Email Opened
Landing Page Submission,Direct Traffic,No,No,1,2.0,41,2.0,Email Opened,Business Administration,Unemployed,Will revert after reading the email,Potential Lead,Mumbai,No,Email Opened
Landing Page Submission,Direct Traffic,No,No,1,4.0,128,4.0,SMS Sent,Supply Chain Management,Not Specified,Not Specified,Not Specified,Thane & Outskirts,Yes,SMS Sent
Landing Page Submission,Direct Traffic,Yes,No,0,3.0,231,3.0,SMS Sent,E-Commerce,Unemployed,Ringing,Not Specified,Mumbai,Yes,SMS Sent
Landing Page Submission,Google,No,No,1,4.0,1115,4.0,Page Visited on Website,Marketing & Advertising,Unemployed,Will revert after reading the email,Other Leads,Mumbai,No,Modified
Landing Page Submission,Direct Traffic,No,No,0,5.0,91,2.5,Olark Chat Conversation,Not Specified,Unemployed,Already a student,Not Specified,Mumbai,No,Olark Chat Conversation
Landing Page Submission,Google,No,No,1,4.0,1148,4.0,SMS Sent,Business Administration,Unemployed,Busy,Other Leads,Mumbai,No,SMS Sent
API,Google,No,No,1,2.0,916,2.0,Email Opened,Marketing & Advertising,Working Professional,Will revert after reading the email,Potential Lead,Other Cities,No,Email Opened
Landing Page Submission,Google,No,No,1,5.0,1436,5.0,Email Opened,Marketing & Advertising,Unemployed,Will revert after reading the email,Other Leads,Mumbai,No,Email Opened
Landing Page Submission,Direct Traffic,No,No,1,4.0,913,4.0,Email Opened,E-Commerce,Student,Will revert after reading the email,Other Leads,Other Metro Cities,Yes,Email Opened
API,Chat,No,No,1,0.0,0,0.0,Olark Chat Conversation,Not Specified,Unemployed,Will revert after reading the email,Other Leads,Mumbai,No,Modified
API,Google,Yes,No,0,2.0,56,2.0,Email Bounced,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Modified
Landing Page Submission,Google,No,No,0,5.0,497,5.0,Email Opened,Marketing & Advertising,Unemployed,switched off,Other Leads,Mumbai,No,Email Opened
Landing Page Submission,Direct Traffic,No,No,1,4.0,1192,4.0,SMS Sent,Finance & Banking,Not Specified,Not Specified,Not Specified,Other Cities,Yes,SMS Sent
API,Chat,Yes,No,0,0.0,0,0.0,SMS Sent,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,SMS Sent
Landing Page Submission,Direct Traffic,No,No,0,3.0,458,3.0,Email Opened,Hospitality & Tourism,Unemployed,Already a student,Not Specified,Mumbai,Yes,Email Opened
API,Google,No,No,0,9.5,58,2.6,Olark Chat Conversation,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Olark Chat Conversation
API,Google,Yes,No,0,7.0,212,1.75,Page Visited on Website,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Page Visited on Website
Lead Add Form,Referral,No,No,1,0.0,0,0.0,Email Opened,Marketing & Advertising,Unemployed,Will revert after reading the email,Other Leads,Not Specified,No,Email Opened
API,Chat,No,No,1,0.0,0,0.0,Email Opened,Not Specified,Unemployed,Will revert after reading the email,Not Specified,Not Specified,No,Email Opened
Lead Add Form,Referral,No,No,1,3.0,1076,1.0,Form Submitted on Website,Finance & Banking,Unemployed,Closed by Horizzon,Not Specified,Thane & Outskirts,Yes,Modified
Landing Page Submission,Google,No,No,0,4.0,395,2.0,SMS Sent,IT Projects Management,Unemployed,switched off,Potential Lead,Thane & Outskirts,No,SMS Sent
Landing Page Submission,Direct Traffic,No,No,0,4.0,770,4.0,SMS Sent,Marketing & Advertising,Not Specified,Not Specified,Not Specified,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,No,No,0,9.5,78,5.5,Email Opened,Marketing & Advertising,Unemployed,Interested in other courses,Not Specified,Other Metro Cities,Yes,Email Opened
Landing Page Submission,Google,No,No,1,2.0,1236,2.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,Not Specified,Thane & Outskirts,No,SMS Sent
Landing Page Submission,Direct Traffic,No,No,0,8.0,1677,2.0,Page Visited on Website,Human Resource Management,Unemployed,Ringing,Not Specified,Thane & Outskirts,Yes,Modified
Landing Page Submission,Organic Search,No,No,1,6.0,246,6.0,Email Opened,Healthcare Management,Unemployed,Ringing,Not Specified,Mumbai,Yes,Email Opened
Lead Add Form,Referral,No,No,1,3.0,1672,2.0,Unknown,Not Specified,Unemployed,Closed by Horizzon,Not Specified,Not Specified,No,Modified
API,Google,No,No,1,2.0,693,1.0,SMS Sent,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,SMS Sent
Lead Add Form,Referral,No,No,1,3.0,1464,2.0,Unknown,Not Specified,Unemployed,Closed by Horizzon,Not Specified,Not Specified,No,Modified
Landing Page Submission,Google,No,No,0,9.5,150,3.0,Email Opened,Marketing & Advertising,Unemployed,Busy,Not Specified,Mumbai,No,Email Opened
API,Google,No,No,0,2.0,1273,2.0,Page Visited on Website,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Modified
API,Google,No,No,0,2.0,102,2.0,SMS Sent,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,SMS Sent
Landing Page Submission,Google,No,No,0,3.0,256,3.0,Form Submitted on Website,Human Resource Management,Unemployed,Not doing further education,Other Leads,Mumbai,No,Modified
API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Marketing & Advertising,Working Professional,Will revert after reading the email,Potential Lead,Not Specified,No,SMS Sent
API,Google,No,No,0,4.0,452,1.33,Olark Chat Conversation,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,No,No,0,3.0,350,3.0,Olark Chat Conversation,Supply Chain Management,Unemployed,Interested in other courses,Other Leads,Mumbai,No,Modified
Landing Page Submission,Direct Traffic,No,No,0,9.0,165,4.5,Email Opened,Human Resource Management,Unemployed,Ringing,Not Specified,Not Specified,No,Email Opened
Landing Page Submission,Direct Traffic,No,No,0,2.0,47,2.0,Email Opened,Operations Management,Unemployed,Not Specified,Not Specified,Mumbai,Yes,Email Opened
API,Google,No,No,0,3.0,53,1.5,SMS Sent,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,SMS Sent
API,Google,No,No,0,2.0,170,2.0,Email Link Clicked,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Email Link Clicked
Landing Page Submission,Direct Traffic,No,No,1,3.0,1742,3.0,Email Opened,Finance & Banking,Not Specified,Not Specified,Not Specified,Mumbai,Yes,Email Opened
API,Google,Yes,No,1,3.0,1040,3.0,SMS Sent,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,SMS Sent
API,Google,No,No,1,2.0,30,2.0,SMS Sent,Not Specified,Unemployed,Will revert after reading the email,Not Specified,Not Specified,No,SMS Sent
Landing Page Submission,Google,No,No,1,4.0,827,4.0,Page Visited on Website,Finance & Banking,Unemployed,Will revert after reading the email,Other Leads,Mumbai,No,Modified
Landing Page Submission,Google,Yes,No,1,6.0,1668,6.0,SMS Sent,Marketing & Advertising,Unemployed,Will revert after reading the email,Not Specified,Mumbai,No,SMS Sent
Landing Page Submission,Google,No,No,1,2.0,1795,2.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,Not Specified,Mumbai,No,SMS Sent
Landing Page Submission,Google,No,No,1,9.5,1117,2.4,Page Visited on Website,Supply Chain Management,Unemployed,Busy,Not Specified,Mumbai,Yes,Modified
Landing Page Submission,Google,No,No,1,2.0,1542,2.0,Email Opened,Marketing & Advertising,Not Specified,Not Specified,Not Specified,Mumbai,No,Email Opened
Landing Page Submission,Google,No,No,0,6.0,262,6.0,SMS Sent,Not Specified,Unemployed,Ringing,Not Specified,Mumbai,Yes,SMS Sent
Landing Page Submission,Google,Yes,No,0,2.0,1016,2.0,Email Bounced,"Banking, Investment And Insurance",Unemployed,Ringing,Not Specified,Mumbai,No,Modified
API,Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,Marketing & Advertising,Working Professional,Interested in other courses,Not Specified,Not Specified,No,Modified
API,Google,No,No,1,3.0,130,3.0,SMS Sent,Finance & Banking,Working Professional,Will revert after reading the email,Potential Lead,Not Specified,No,SMS Sent
API,Google,No,No,1,6.0,1094,2.0,SMS Sent,Marketing & Advertising,Working Professional,Will revert after reading the email,Potential Lead,Not Specified,No,SMS Sent
Landing Page Submission,Google,No,No,0,2.0,336,2.0,Email Opened,Marketing & Advertising,Unemployed,Ringing,Not Specified,Mumbai,No,Email Opened
Landing Page Submission,Google,No,No,0,3.0,234,3.0,SMS Sent,Human Resource Management,Unemployed,Ringing,Other Leads,Thane & Outskirts,No,SMS Sent
Landing Page Submission,Google,No,No,0,2.0,31,2.0,SMS Sent,Human Resource Management,Not Specified,Not Specified,Not Specified,Other Cities,No,SMS Sent
API,Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,Marketing & Advertising,Working Professional,Interested in other courses,Other Leads,Not Specified,No,Modified
API,Google,No,No,1,4.0,926,4.0,SMS Sent,Marketing & Advertising,Working Professional,Will revert after reading the email,Potential Lead,Mumbai,Yes,SMS Sent
API,Google,No,No,1,2.0,970,1.0,SMS Sent,Operations Management,Working Professional,Will revert after reading the email,Potential Lead,Not Specified,No,SMS Sent
Landing Page Submission,Google,No,No,1,3.0,1360,3.0,SMS Sent,Marketing & Advertising,Unemployed,Will revert after reading the email,Not Specified,Other Cities,No,SMS Sent
Landing Page Submission,Google,No,No,1,5.0,725,2.5,SMS Sent,Business Administration,Unemployed,Will revert after reading the email,Not Specified,Mumbai,No,SMS Sent
API,Google,No,No,1,2.0,979,2.0,SMS Sent,Human Resource Management,Unemployed,Interested in other courses,Other Leads,Not Specified,No,SMS Sent
Landing Page Submission,Direct Traffic,No,No,0,5.0,327,2.5,Email Opened,Business Administration,Unemployed,Ringing,Not Specified,Mumbai,Yes,Email Opened
API,Chat,No,No,0,3.0,93,3.0,Page Visited on Website,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Page Visited on Website
API,Organic Search,No,No,1,4.0,804,1.33,SMS Sent,Business Administration,Working Professional,Will revert after reading the email,Potential Lead,Not Specified,No,SMS Sent
API,Google,No,No,1,3.0,789,1.0,SMS Sent,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,SMS Sent
Landing Page Submission,Organic Search,No,No,1,6.0,1295,3.0,SMS Sent,Marketing & Advertising,Unemployed,Ringing,Other Leads,Mumbai,Yes,SMS Sent
API,Chat,Yes,No,0,0.0,0,0.0,Page Visited on Website,Human Resource Management,Student,Already a student,Student of SomeSchool,Not Specified,No,Page Visited on Website
API,Google,No,No,0,3.0,937,1.5,Email Opened,Marketing & Advertising,Unemployed,Already a student,Student of SomeSchool,Not Specified,No,Email Opened
API,Organic Search,No,No,1,9.0,234,4.5,SMS Sent,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,SMS Sent
Landing Page Submission,Google,No,No,0,5.0,201,5.0,SMS Sent,Hospitality & Tourism,Not Specified,Not Specified,Not Specified,Thane & Outskirts,Yes,Modified
Landing Page Submission,Direct Traffic,No,No,0,9.5,9,1.71,Page Visited on Website,Marketing & Advertising,Not Specified,Not Specified,Not Specified,Mumbai,Yes,Page Visited on Website
API,Google,No,No,1,9.0,1416,1.8,SMS Sent,Human Resource Management,Working Professional,Will revert after reading the email,Potential Lead,Mumbai,No,SMS Sent
API,Chat,No,No,0,3.0,334,1.5,Email Opened,Finance & Banking,Not Specified,Not Specified,Not Specified,Mumbai,Yes,Email Opened
API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Supply Chain Management,Working Professional,Will revert after reading the email,Other Students,Not Specified,No,SMS Sent
Landing Page Submission,Google,No,No,0,5.0,463,5.0,Email Opened,Finance & Banking,Unemployed,Ringing,Not Specified,Mumbai,No,Email Opened
API,Google,No,No,0,1.0,397,1.0,Converted to Lead,Human Resource Management,Working Professional,Interested  in full time MBA,Potential Lead,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,No,No,1,6.0,548,2.0,SMS Sent,E-Commerce,Unemployed,Will revert after reading the email,Not Specified,Mumbai,No,SMS Sent
Landing Page Submission,Google,No,No,0,2.0,663,2.0,Email Opened,Human Resource Management,Unemployed,Ringing,Other Leads,Thane & Outskirts,No,Email Opened
API,Google,No,No,0,2.0,202,2.0,SMS Sent,Not Specified,Unemployed,Ringing,Other Leads,Not Specified,No,SMS Sent
Landing Page Submission,Google,No,No,1,3.0,1358,3.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,Not Specified,Mumbai,No,SMS Sent
Landing Page Submission,Direct Traffic,No,No,0,3.0,219,3.0,Email Opened,Finance & Banking,Unemployed,Already a student,Not Specified,Mumbai,Yes,Modified
Landing Page Submission,Google,No,No,1,3.0,1768,3.0,Email Opened,Operations Management,Unemployed,Busy,Not Specified,Other Cities,No,Email Opened
Landing Page Submission,Google,No,No,0,3.0,261,3.0,SMS Sent,Human Resource Management,Unemployed,Ringing,Not Specified,Not Specified,No,SMS Sent
API,Google,No,No,0,2.0,221,2.0,Olark Chat Conversation,Human Resource Management,Working Professional,Interested in other courses,Other Leads,Not Specified,No,Modified
Landing Page Submission,Google,No,No,1,3.0,1031,3.0,SMS Sent,Supply Chain Management,Unemployed,Will revert after reading the email,Not Specified,Mumbai,No,SMS Sent
Landing Page Submission,Google,No,No,1,6.0,942,3.0,Email Opened,IT Projects Management,Unemployed,Lost to EINS,Other Leads,Other Cities,No,Email Opened
API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,International Business,Working Professional,Not Specified,Not Specified,Not Specified,No,Other
API,Google,No,No,1,7.0,1522,7.0,SMS Sent,Hospitality & Tourism,Unemployed,Busy,Not Specified,Mumbai,No,SMS Sent
API,Chat,No,No,0,0.0,0,0.0,Email Opened,Finance & Banking,Unemployed,Interested in other courses,Not Specified,Not Specified,No,Modified
API,Organic Search,No,No,1,3.0,951,1.5,SMS Sent,Retail Management,Unemployed,Busy,Potential Lead,Not Specified,No,Modified
Landing Page Submission,Organic Search,No,No,1,9.5,1311,1.86,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,Potential Lead,Mumbai,Yes,Email Opened
Landing Page Submission,Direct Traffic,Yes,No,0,3.0,389,3.0,Other,Operations Management,Unemployed,invalid number,Not Specified,Other Cities,Yes,Other
Landing Page Submission,Organic Search,No,No,0,3.0,1291,3.0,Converted to Lead,Human Resource Management,Unemployed,Interested in other courses,Other Leads,Other Cities,Yes,Modified
